道路要素编号,点序号,名称,道路类型,OSM编号,经度,纬度
RD0872,8,未记录,普通道路,1198633967,109.157159,23.1775075
RD0872,9,未记录,普通道路,1198633967,109.15499,23.1766804
RD0872,10,未记录,普通道路,1198633967,109.1546326,23.1764199
RD0872,11,未记录,普通道路,1198633967,109.1538315,23.1746071
RD0872,12,未记录,普通道路,1198633967,109.1518227,23.1737121
RD0872,13,未记录,普通道路,1198633967,109.1503191,23.1733268
RD0872,14,未记录,普通道路,1198633967,109.1498508,23.172851
RD0872,15,未记录,普通道路,1198633967,109.1499124,23.1723638
RD0872,16,未记录,普通道路,1198633967,109.1505902,23.1719673
RD0872,17,未记录,普通道路,1198633967,109.1515145,23.17182
RD0872,18,未记录,普通道路,1198633967,109.1525991,23.170517
RD0872,19,未记录,普通道路,1198633967,109.1526484,23.169418
RD0873,1,未记录,居住区道路,1198633968,109.1576825,23.1941692
RD0873,2,未记录,居住区道路,1198633968,109.1588844,23.1942401
RD0873,3,未记录,居住区道路,1198633968,109.1588926,23.1940335
RD0873,4,未记录,居住区道路,1198633968,109.1589584,23.1923823
RD0873,5,未记录,居住区道路,1198633968,109.1601415,23.1902752
RD0873,6,未记录,居住区道路,1198633968,109.1602141,23.189991
RD0873,7,未记录,居住区道路,1198633968,109.1604742,23.1889725
RD0873,8,未记录,居住区道路,1198633968,109.1606022,23.1866704
RD0874,1,未记录,居住区道路,1198633969,109.1602141,23.189991
RD0874,2,未记录,居住区道路,1198633969,109.1615302,23.1899098
RD0874,3,未记录,居住区道路,1198633969,109.1622142,23.1903912
RD0874,4,未记录,居住区道路,1198633969,109.1623128,23.1898191
RD0874,5,未记录,居住区道路,1198633969,109.1623313,23.1890431
RD0874,6,未记录,居住区道路,1198633969,109.1627934,23.188607
RD0874,7,未记录,居住区道路,1198633969,109.1633785,23.1883011
RD0874,8,未记录,居住区道路,1198633969,109.1638163,23.1876044
RD0874,9,未记录,居住区道路,1198633969,109.1642723,23.1873892
RD0874,10,未记录,居住区道路,1198633969,109.1646297,23.187004
RD0874,11,未记录,居住区道路,1198633969,109.1651623,23.187128
RD0874,12,未记录,居住区道路,1198633969,109.1665276,23.1874458
RD0874,13,未记录,居住区道路,1198633969,109.167569,23.1868227
RD0874,14,未记录,居住区道路,1198633969,109.16768,23.1866471
RD0874,15,未记录,居住区道路,1198633969,109.1685574,23.1864848
RD0874,16,未记录,居住区道路,1198633969,109.1686597,23.1864659
RD0874,17,未记录,居住区道路,1198633969,109.1695532,23.1857691
RD0874,18,未记录,居住区道路,1198633969,109.1706131,23.1847835
RD0874,19,未记录,居住区道路,1198633969,109.1705577,23.1842964
RD0874,20,未记录,居住区道路,1198633969,109.1707055,23.1841718
RD0875,1,未记录,普通道路,1198633970,109.1711923,23.1842228
RD0875,2,未记录,普通道路,1198633970,109.1715066,23.1841604
RD0875,3,未记录,普通道路,1198633970,109.172166,23.1842341
RD0875,4,未记录,普通道路,1198633970,109.1726528,23.1842228
RD0875,5,未记录,普通道路,1198633970,109.1728561,23.1841491
RD0875,6,未记录,普通道路,1198633970,109.1728931,23.1838829
RD0875,7,未记录,普通道路,1198633970,109.1729362,23.1834694
RD0875,8,未记录,普通道路,1198633970,109.1730163,23.1832824
RD0875,9,未记录,普通道路,1198633970,109.1732998,23.1832824
RD0875,10,未记录,普通道路,1198633970,109.1733737,23.183492
RD0875,11,未记录,普通道路,1198633970,109.1730841,23.1865905
RD0876,1,未记录,居住区道路,1198633971,109.1707055,23.1841718
RD0876,2,未记录,居住区道路,1198633971,109.1711923,23.1842228
RD0877,1,未记录,普通道路,1198633972,109.1730435,23.1925388
RD0877,2,未记录,普通道路,1198633972,109.1730729,23.1882296
RD0877,3,未记录,普通道路,1198633972,109.1730841,23.1865905
RD0877,4,未记录,普通道路,1198633972,109.173093,23.184296
RD0877,5,未记录,普通道路,1198633972,109.1731563,23.1834489
RD0878,1,未记录,普通道路,1198633973,109.1731563,23.1834489
RD0878,2,未记录,普通道路,1198633973,109.1734182,23.181792
RD0879,1,未记录,普通道路,1198633974,109.1734182,23.181792
RD0879,2,未记录,普通道路,1198633974,109.1735321,23.1813286
RD0879,3,未记录,普通道路,1198633974,109.1737982,23.1817324
RD0879,4,未记录,普通道路,1198633974,109.1738075,23.1817704
RD0879,5,未记录,普通道路,1198633974,109.1739009,23.1821531
RD0879,6,未记录,普通道路,1198633974,109.1740784,23.1822604
RD0879,7,未记录,普通道路,1198633974,109.1747742,23.1822518
RD0879,8,未记录,普通道路,1198633974,109.1769037,23.1826253
RD0879,9,未记录,普通道路,1198633974,109.1773474,23.1831126
RD0880,1,未记录,居住区道路,1198633975,109.1665276,23.1874458
RD0880,2,未记录,居住区道路,1198633975,109.166993,23.1876908
RD0880,3,未记录,居住区道路,1198633975,109.1675097,23.1877266
RD0880,4,未记录,居住区道路,1198633975,109.1679167,23.1882536
RD0880,5,未记录,居住区道路,1198633975,109.1679981,23.1885139
RD0880,6,未记录,居住区道路,1198633975,109.1679202,23.1886408
RD0880,7,未记录,居住区道路,1198633975,109.1680441,23.1896753
RD0880,8,未记录,居住区道路,1198633975,109.1683272,23.1900787
RD0880,9,未记录,居住区道路,1198633975,109.1681857,23.1905179
RD0880,10,未记录,居住区道路,1198633975,109.1677823,23.1908848
RD0881,1,未记录,居住区道路,1198633976,109.1622142,23.1903912
RD0881,2,未记录,居住区道路,1198633976,109.1624562,23.1906419
RD0881,3,未记录,居住区道路,1198633976,109.1628317,23.1913371
RD0881,4,未记录,居住区道路,1198633976,109.1632931,23.1921803
RD0881,5,未记录,居住区道路,1198633976,109.1630892,23.1925649
RD0881,6,未记录,居住区道路,1198633976,109.1631375,23.1929101
RD0881,7,未记录,居住区道路,1198633976,109.1625635,23.1934969
RD0881,8,未记录,居住区道路,1198633976,109.1623382,23.1936251
RD0881,9,未记录,居住区道路,1198633976,109.1621934,23.1933637
RD0881,10,未记录,居住区道路,1198633976,109.1616247,23.1932552
RD0881,11,未记录,居住区道路,1198633976,109.161158,23.1935018
RD0881,12,未记录,居住区道路,1198633976,109.1609435,23.1937976
RD0881,13,未记录,居住区道路,1198633976,109.1601388,23.1940787
RD0881,14,未记录,居住区道路,1198633976,109.159479,23.1941428
RD0881,15,未记录,居住区道路,1198633976,109.1590552,23.1940195
RD0881,16,未记录,居住区道路,1198633976,109.1588926,23.1940335
RD0882,1,未记录,农林作业道路,1198633977,109.1775088,23.1833934
RD0882,2,未记录,农林作业道路,1198633977,109.1777864,23.1838273
RD0882,3,未记录,农林作业道路,1198633977,109.1775155,23.1843554
RD0882,4,未记录,农林作业道路,1198633977,109.1772587,23.1843897
RD0882,5,未记录,农林作业道路,1198633977,109.1771139,23.186403
RD0882,6,未记录,农林作业道路,1198633977,109.1767823,23.1876007
RD0882,7,未记录,农林作业道路,1198633977,109.1765768,23.1878626
RD0882,8,未记录,农林作业道路,1198633977,109.176465,23.1877839
RD0882,9,未记录,农林作业道路,1198633977,109.1761323,23.187862
RD0882,10,未记录,农林作业道路,1198633977,109.1755943,23.1881678
RD0883,1,未记录,普通道路,1198633978,109.1773474,23.1831126
RD0883,2,未记录,普通道路,1198633978,109.1775088,23.1833934
RD0884,1,未记录,普通道路,1198633979,109.1702118,23.1886566
RD0884,2,未记录,普通道路,1198633979,109.170118,23.1885625
RD0884,3,未记录,普通道路,1198633979,109.1702687,23.1880138
RD0884,4,未记录,普通道路,1198633979,109.1696873,23.1879258
RD0884,5,未记录,普通道路,1198633979,109.1682457,23.1877056
RD0885,1,未记录,普通道路,1198633980,109.170379,23.1886605
RD0885,2,未记录,普通道路,1198633980,109.1702118,23.1886566
RD0886,1,未记录,普通道路,1198633981,109.1755943,23.1881678
RD0886,2,未记录,普通道路,1198633981,109.1730729,23.1882296
RD0886,3,未记录,普通道路,1198633981,109.1716977,23.1882719
RD0886,4,未记录,普通道路,1198633981,109.1709722,23.188119
RD0886,5,未记录,普通道路,1198633981,109.1706218,23.1886623
RD0886,6,未记录,普通道路,1198633981,109.170379,23.1886605
RD0887,1,未记录,居住区道路,1198633982,109.166298,23.1900784
RD0887,2,未记录,居住区道路,1198633982,109.1664284,23.1898805
RD0887,3,未记录,居住区道路,1198633982,109.1663187,23.1892714
RD0887,4,未记录,居住区道路,1198633982,109.1668797,23.1888865
RD0887,5,未记录,居住区道路,1198633982,109.1670017,23.1884642
RD0887,6,未记录,居住区道路,1198633982,109.1671724,23.188509
RD0887,7,未记录,居住区道路,1198633982,109.1679167,23.1882536
RD0887,8,未记录,居住区道路,1198633982,109.1680587,23.1880681
RD0887,9,未记录,居住区道路,1198633982,109.1682457,23.1877056
RD0887,10,未记录,居住区道路,1198633982,109.1686197,23.1867078
RD0887,11,未记录,居住区道路,1198633982,109.1685574,23.1864848
RD0888,1,未记录,居住区道路,1198633983,109.1663187,23.1892714
RD0888,2,未记录,居住区道路,1198633983,109.1662333,23.188524
RD0888,3,未记录,居住区道路,1198633983,109.1665276,23.1874458
RD0889,1,未记录,居住区道路,1198633984,109.1660846,23.1836766
RD0889,2,未记录,居住区道路,1198633984,109.1662431,23.1841213
RD0889,3,未记录,居住区道路,1198633984,109.1662187,23.184439
RD0889,4,未记录,居住区道路,1198633984,109.1662431,23.1848015
RD0889,5,未记录,居住区道路,1198633984,109.1662513,23.1848987
RD0889,6,未记录,居住区道路,1198633984,109.1661537,23.1851042
RD0889,7,未记录,居住区道路,1198633984,109.1661252,23.1853621
RD0889,8,未记录,居住区道路,1198633984,109.1665237,23.1855415
RD0889,9,未记录,居住区道路,1198633984,109.1666822,23.1857844
RD0889,10,未记录,居住区道路,1198633984,109.1665643,23.185975
RD0889,11,未记录,居住区道路,1198633984,109.166296,23.186102
RD0889,12,未记录,居住区道路,1198633984,109.1661578,23.1861095
RD0889,13,未记录,居住区道路,1198633984,109.1659423,23.1860721
RD0889,14,未记录,居住区道路,1198633984,109.165865,23.1861581
RD0889,15,未记录,居住区道路,1198633984,109.1656374,23.186102
RD0889,16,未记录,居住区道路,1198633984,109.1653772,23.186543
RD0889,17,未记录,居住区道路,1198633984,109.1651623,23.187128
RD0890,1,未记录,居住区道路,1198633985,109.1665237,23.1855415
RD0890,2,未记录,居住区道路,1198633985,109.1667798,23.1852126
RD0890,3,未记录,居住区道路,1198633985,109.1678124,23.1855938
RD0890,4,未记录,居住区道路,1198633985,109.1675725,23.1860833
RD0890,5,未记录,居住区道路,1198633985,109.167475,23.1864272
RD0890,6,未记录,居住区道路,1198633985,109.167569,23.1868227
RD0891,1,未记录,普通道路,1198633986,109.1646297,23.187004
RD0891,2,未记录,普通道路,1198633986,109.1648731,23.186472
RD0891,3,未记录,普通道路,1198633986,109.1646983,23.1859451
RD0891,4,未记录,普通道路,1198633986,109.164743,23.1856424
RD0891,5,未记录,普通道路,1198633986,109.1648812,23.185235
RD0891,6,未记录,普通道路,1198633986,109.1647348,23.1849061
RD0891,7,未记录,普通道路,1198633986,109.1649422,23.1844913
RD0891,8,未记录,普通道路,1198633986,109.1660846,23.1836766
RD0892,1,未记录,普通道路,1198633987,109.1649422,23.1844913
RD0892,2,未记录,普通道路,1198633987,109.163949,23.1851447
RD0892,3,未记录,普通道路,1198633987,109.1634448,23.1854209
RD0892,4,未记录,普通道路,1198633987,109.1630961,23.185416
RD0892,5,未记录,普通道路,1198633987,109.1609906,23.1848583
RD0893,1,未记录,普通道路,1198633988,109.1655906,23.1809137
RD0893,2,未记录,普通道路,1198633988,109.1656978,23.1807411
RD0893,3,未记录,普通道路,1198633988,109.1660519,23.1807411
RD0893,4,未记录,普通道路,1198633988,109.1668512,23.1811455
RD0893,5,未记录,普通道路,1198633988,109.1683425,23.1814808
RD0893,6,未记录,普通道路,1198633988,109.1686751,23.1814315
RD0893,7,未记录,普通道路,1198633988,109.169292,23.1811406
RD0893,8,未记录,普通道路,1198633988,109.1699733,23.1806721
RD0893,9,未记录,普通道路,1198633988,109.1702951,23.1806425
RD0893,10,未记录,普通道路,1198633988,109.1714861,23.1811159
RD0893,11,未记录,普通道路,1198633988,109.172162,23.181471
RD0893,12,未记录,普通道路,1198633988,109.1726448,23.1816929
RD0893,13,未记录,普通道路,1198633988,109.1729237,23.1817521
RD0893,14,未记录,普通道路,1198633988,109.1731705,23.1818458
RD0893,15,未记录,普通道路,1198633988,109.1731919,23.1821515
RD0893,16,未记录,普通道路,1198633988,109.1732885,23.1822501
RD0893,17,未记录,普通道路,1198633988,109.1734977,23.18226
RD0893,18,未记录,普通道路,1198633988,109.1735782,23.1820183
RD0893,19,未记录,普通道路,1198633988,109.1736533,23.181826
RD0893,20,未记录,普通道路,1198633988,109.1738075,23.1817704
RD0894,1,未记录,普通道路,1198633989,109.1660846,23.1836766
RD0894,2,未记录,普通道路,1198633989,109.166068,23.182472
RD0894,3,未记录,普通道路,1198633989,109.1659392,23.1822255
RD0894,4,未记录,普通道路,1198633989,109.1656925,23.1818507
RD0894,5,未记录,普通道路,1198633989,109.1655745,23.1813773
RD0895,1,未记录,普通道路,1198633990,109.1655745,23.1813773
RD0895,2,未记录,普通道路,1198633990,109.1655906,23.1809137
RD0896,1,未记录,普通道路,1198633991,109.1735321,23.1813286
RD0896,2,未记录,普通道路,1198633991,109.173276,23.1810702
RD0896,3,未记录,普通道路,1198633991,109.173276,23.1807756
RD0896,4,未记录,普通道路,1198633991,109.1733746,23.1804527
RD0896,5,未记录,普通道路,1198633991,109.1733314,23.1803111
RD0896,6,未记录,普通道路,1198633991,109.1735717,23.1799996
RD0896,7,未记录,普通道路,1198633991,109.1737566,23.1795351
RD0896,8,未记录,普通道路,1198633991,109.1740647,23.1793368
RD0896,9,未记录,普通道路,1198633991,109.1740709,23.1787307
RD0896,10,未记录,普通道路,1198633991,109.1744098,23.1784191
RD0896,11,未记录,普通道路,1198633991,109.174798,23.1773881
RD0896,12,未记录,普通道路,1198633991,109.174607,23.1762155
RD0896,13,未记录,普通道路,1198633991,109.1750198,23.1759663
RD0896,14,未记录,普通道路,1198633991,109.1754327,23.1758586
RD0896,15,未记录,普通道路,1198633991,109.1757531,23.1754281
RD0896,16,未记录,普通道路,1198633991,109.1756669,23.1748163
RD0896,17,未记录,普通道路,1198633991,109.1756915,23.1745217
RD0896,18,未记录,普通道路,1198633991,109.1758209,23.1743065
RD0896,19,未记录,普通道路,1198633991,109.1761783,23.1743008
RD0896,20,未记录,普通道路,1198633991,109.1767021,23.1745161
RD0896,21,未记录,普通道路,1198633991,109.1770903,23.1748956
RD0896,22,未记录,普通道路,1198633991,109.1773799,23.1749919
RD0896,23,未记录,普通道路,1198633991,109.1777497,23.1748673
RD0896,24,未记录,普通道路,1198633991,109.1781748,23.1746747
RD0896,25,未记录,普通道路,1198633991,109.1784891,23.1741875
RD0896,26,未记录,普通道路,1198633991,109.1785815,23.1738476
RD0896,27,未记录,普通道路,1198633991,109.1782981,23.1735417
RD0896,28,未记录,普通道路,1198633991,109.1779592,23.1733321
RD0896,29,未记录,普通道路,1198633991,109.1779407,23.17259
RD0896,30,未记录,普通道路,1198633991,109.1787664,23.1717289
RD0896,31,未记录,普通道路,1198633991,109.1788527,23.171389
RD0896,32,未记录,普通道路,1198633991,109.1786986,23.171304
RD0896,33,未记录,普通道路,1198633991,109.1784521,23.171389
RD0896,34,未记录,普通道路,1198633991,109.1781071,23.171355
RD0896,35,未记录,普通道路,1198633991,109.1778174,23.1707772
RD0896,36,未记录,普通道路,1198633991,109.1778544,23.1702617
RD0896,37,未记录,普通道路,1198633991,109.1781379,23.1697178
RD0896,38,未记录,普通道路,1198633991,109.1783659,23.1698255
RD0896,39,未记录,普通道路,1198633991,109.1785076,23.1701484
RD0896,40,未记录,普通道路,1198633991,109.1788527,23.170256
RD0896,41,未记录,普通道路,1198633991,109.1791484,23.1700691
RD0896,42,未记录,普通道路,1198633991,109.1791854,23.1695592
RD0896,43,未记录,普通道路,1198633991,109.1792779,23.169038
RD0896,44,未记录,普通道路,1198633991,109.1794627,23.1689021
RD0896,45,未记录,普通道路,1198633991,109.1795367,23.1684545
RD0896,46,未记录,普通道路,1198633991,109.1799927,23.1680919
RD0896,47,未记录,普通道路,1198633991,109.1803069,23.1681882
RD0896,48,未记录,普通道路,1198633991,109.180615,23.1686018
RD0896,49,未记录,普通道路,1198633991,109.1808369,23.1685565
RD0896,50,未记录,普通道路,1198633991,109.1810833,23.1679333
RD0896,51,未记录,普通道路,1198633991,109.1812744,23.1672875
RD0897,1,未记录,普通道路,1198633992,109.1791352,23.1993776
RD0897,2,未记录,普通道路,1198633992,109.1792071,23.1989443
RD0897,3,未记录,普通道路,1198633992,109.1795994,23.1981545
RD0897,4,未记录,普通道路,1198633992,109.1801878,23.1975192
RD0897,5,未记录,普通道路,1198633992,109.1810874,23.1956704
RD0897,6,未记录,普通道路,1198633992,109.1811082,23.1956277
RD0897,7,未记录,普通道路,1198633992,109.1811311,23.1954073
RD0897,8,未记录,普通道路,1198633992,109.1810471,23.1949695
RD0897,9,未记录,普通道路,1198633992,109.1809257,23.1947634
RD0897,10,未记录,普通道路,1198633992,109.1809443,23.19436
RD0897,11,未记录,普通道路,1198633992,109.1812432,23.1940251
RD0897,12,未记录,普通道路,1198633992,109.1815141,23.1936817
RD0897,13,未记录,普通道路,1198633992,109.182308,23.1933898
RD0897,14,未记录,普通道路,1198633992,109.1830365,23.1934242
RD0897,15,未记录,普通道路,1198633992,109.1838375,23.1929224
RD0898,1,永安西路,次要道路,1198633993,109.1214394,23.2006797
RD0898,2,永安西路,次要道路,1198633993,109.1212537,23.2005806
RD0898,3,永安西路,次要道路,1198633993,109.1201746,23.2000458
RD0898,4,永安西路,次要道路,1198633993,109.119512,23.1998104
RD0898,5,永安西路,次要道路,1198633993,109.1181948,23.1994891
RD0898,6,永安西路,次要道路,1198633993,109.1164004,23.1991098
RD0898,7,永安西路,次要道路,1198633993,109.1129178,23.1981737
RD0898,8,永安西路,次要道路,1198633993,109.1108037,23.1976506
RD0898,9,永安西路,次要道路,1198633993,109.1087279,23.1971764
RD0898,10,永安西路,次要道路,1198633993,109.1055105,23.1964025
RD0898,11,永安西路,次要道路,1198633993,109.1046758,23.1962045
RD0898,12,永安西路,次要道路,1198633993,109.1035835,23.1959541
RD0898,13,永安西路,次要道路,1198633993,109.1030241,23.19584
RD0898,14,永安西路,次要道路,1198633993,109.1028513,23.1958044
RD0899,1,未记录,干线公路连接线,1198633994,109.1019369,23.1954637
RD0899,2,未记录,干线公路连接线,1198633994,109.1028883,23.195677
RD0899,3,未记录,干线公路连接线,1198633994,109.103061,23.1957157
RD0900,1,未记录,干线公路连接线,1198633995,109.1028513,23.1958044
RD0900,2,未记录,干线公路连接线,1198633995,109.1019369,23.1954637
RD0901,1,永安东路,次要道路,1198633996,109.121417,23.2005249
RD0901,2,永安东路,次要道路,1198633996,109.1221845,23.2009142
RD0902,1,未记录,次要道路连接线,1198633997,109.1216366,23.2018601
RD0902,2,未记录,次要道路连接线,1198633997,109.1214851,23.2018604
RD0903,1,未记录,居住区道路,1198633999,109.116919,23.2057526
RD0903,2,未记录,居住区道路,1198633999,109.1172301,23.205654
RD0903,3,未记录,居住区道路,1198633999,109.1174554,23.205654
RD0903,4,未记录,居住区道路,1198633999,109.1179436,23.2057033
RD0903,5,未记录,居住区道路,1198633999,109.1184478,23.205797
RD0903,6,未记录,居住区道路,1198633999,109.1191559,23.2060534
RD0903,7,未记录,居住区道路,1198633999,109.1194078,23.2061383
RD0903,8,未记录,居住区道路,1198633999,109.1198739,23.2061028
RD0903,9,未记录,居住区道路,1198633999,109.1214403,23.2056788
RD0903,10,未记录,居住区道路,1198633999,109.1223797,23.2055565
RD0903,11,未记录,居住区道路,1198633999,109.1226487,23.2056057
RD0904,1,未记录,居住区道路,1198634000,109.1226487,23.2056057
RD0904,2,未记录,居住区道路,1198634000,109.1227996,23.2056458
RD0905,1,永安东路,次要道路,1198634003,109.1221845,23.2009142
RD0905,2,永安东路,次要道路,1198634003,109.1214394,23.2006797
RD0906,1,未记录,居住区道路,1198634006,109.1212144,23.1991746
RD0906,2,未记录,居住区道路,1198634006,109.1225392,23.1994451
RD0906,3,未记录,居住区道路,1198634006,109.1225801,23.1994535
RD0906,4,未记录,居住区道路,1198634006,109.1254333,23.2000393
RD0906,5,未记录,居住区道路,1198634006,109.1281303,23.2005668
RD0907,1,未记录,居住区道路,1198634007,109.1210257,23.1991344
RD0907,2,未记录,居住区道路,1198634007,109.1212144,23.1991746
RD0908,1,金龙路,一般道路,1198634008,109.1228081,23.1985327
RD0908,2,金龙路,一般道路,1198634008,109.1226828,23.1985508
RD0908,3,金龙路,一般道路,1198634008,109.1210696,23.1982046
RD0909,1,金龙路,一般道路,1198634009,109.1210696,23.1982046
RD0909,2,金龙路,一般道路,1198634009,109.1208698,23.1981617
RD0910,1,金龙路,一般道路,1198634010,109.1210602,23.1981374
RD0910,2,金龙路,一般道路,1198634010,109.1218818,23.1983092
RD0910,3,金龙路,一般道路,1198634010,109.1226928,23.1984788
RD0910,4,金龙路,一般道路,1198634010,109.1228081,23.1985327
RD0911,1,金龙路,一般道路,1198634011,109.1208644,23.1980965
RD0911,2,金龙路,一般道路,1198634011,109.1210602,23.1981374
RD0912,1,未记录,居住区道路,1198634012,109.1207418,23.1960208
RD0912,2,未记录,居住区道路,1198634012,109.1208864,23.1960555
RD0912,3,未记录,居住区道路,1198634012,109.1210799,23.196124
RD0912,4,未记录,居住区道路,1198634012,109.1213008,23.1962408
RD0912,5,未记录,居住区道路,1198634012,109.1215248,23.1963644
RD0912,6,未记录,居住区道路,1198634012,109.1217076,23.1965327
RD0912,7,未记录,居住区道路,1198634012,109.1220529,23.1968506
RD0912,8,未记录,居住区道路,1198634012,109.1222135,23.1969968
RD0912,9,未记录,居住区道路,1198634012,109.1225429,23.1972967
RD0912,10,未记录,居住区道路,1198634012,109.1228264,23.1976182
RD0912,11,未记录,居住区道路,1198634012,109.1230282,23.1978847
RD0912,12,未记录,居住区道路,1198634012,109.1231655,23.198066
RD0913,1,未记录,居住区道路,1198634013,109.1205599,23.1959822
RD0913,2,未记录,居住区道路,1198634013,109.1207418,23.1960208
RD0914,1,未记录,次要道路,1198634020,109.1225197,23.2087862
RD0914,2,未记录,次要道路,1198634020,109.1218623,23.2117377
RD0914,3,未记录,次要道路,1198634020,109.1217524,23.2122354
RD0914,4,未记录,次要道路,1198634020,109.1215908,23.2129678
RD0914,5,未记录,次要道路,1198634020,109.1212365,23.214573
RD0914,6,未记录,次要道路,1198634020,109.1206619,23.2170362
RD0915,1,未记录,次要道路,1198634021,109.1206619,23.2170362
RD0915,2,未记录,次要道路,1198634021,109.1206345,23.2171512
RD0916,1,运河路,次要道路,1198634022,109.1202866,23.194083
RD0916,2,运河路,次要道路,1198634022,109.1204418,23.1941978
RD0917,1,未记录,居住区道路,1201875412,109.3843149,22.9059807
RD0917,2,未记录,居住区道路,1201875412,109.3852133,22.9056497
RD0917,3,未记录,居住区道路,1201875412,109.3878617,22.9047648
RD0917,4,未记录,居住区道路,1201875412,109.3890418,22.9045382
RD0917,5,未记录,居住区道路,1201875412,109.3893546,22.9044805
RD0917,6,未记录,居住区道路,1201875412,109.3896506,22.9044575
RD0917,7,未记录,居住区道路,1201875412,109.3898133,22.9044306
RD0917,8,未记录,居住区道路,1201875412,109.3900593,22.9043576
RD0917,9,未记录,居住区道路,1201875412,109.3930253,22.9030764
RD0917,10,未记录,居住区道路,1201875412,109.3931575,22.9030901
RD0917,11,未记录,居住区道路,1201875412,109.3934327,22.9031592
RD0917,12,未记录,居住区道路,1201875412,109.393783,22.9032245
RD0917,13,未记录,居住区道路,1201875412,109.3941166,22.9032629
RD0917,14,未记录,居住区道路,1201875412,109.3943376,22.9032667
RD0917,15,未记录,居住区道路,1201875412,109.394667,22.9032552
RD0917,16,未记录,居住区道路,1201875412,109.3949005,22.9031938
RD0917,17,未记录,居住区道路,1201875412,109.3951591,22.9030939
RD0917,18,未记录,居住区道路,1201875412,109.3954134,22.9029441
RD0917,19,未记录,居住区道路,1201875412,109.3957845,22.9027213
RD0917,20,未记录,居住区道路,1201875412,109.3963892,22.9022181
RD0917,21,未记录,居住区道路,1201875412,109.3969896,22.9016496
RD0917,22,未记录,居住区道路,1201875412,109.3971022,22.9015152
RD0917,23,未记录,居住区道路,1201875412,109.3971731,22.901327
RD0917,24,未记录,居住区道路,1201875412,109.3972523,22.9008852
RD0917,25,未记录,居住区道路,1201875412,109.3972649,22.9007508
RD0917,26,未记录,居住区道路,1201875412,109.3972273,22.9006048
RD0917,27,未记录,居住区道路,1201875412,109.3971564,22.9004665
RD0917,28,未记录,居住区道路,1201875412,109.3970689,22.9003436
RD0917,29,未记录,居住区道路,1201875412,109.3969188,22.9002092
RD0917,30,未记录,居住区道路,1201875412,109.3968312,22.9001093
RD0917,31,未记录,居住区道路,1201875412,109.3967645,22.899994
RD0917,32,未记录,居住区道路,1201875412,109.3967103,22.8998519
RD0917,33,未记录,居住区道路,1201875412,109.3967103,22.8996061
RD0917,34,未记录,居住区道路,1201875412,109.3967895,22.899099
RD0917,35,未记录,居住区道路,1201875412,109.396777,22.8987034
RD0917,36,未记录,居住区道路,1201875412,109.396777,22.8985766
RD0918,1,未记录,生活街道,1218624893,109.1687997,23.2099415
RD0918,2,未记录,生活街道,1218624893,109.1683713,23.2097618
RD0918,3,未记录,生活街道,1218624893,109.168388,23.2093977
RD0918,4,未记录,生活街道,1218624893,109.168347,23.2092291
RD0918,5,未记录,生活街道,1218624893,109.1682934,23.2091199
RD0918,6,未记录,生活街道,1218624893,109.1681866,23.2089165
RD0919,1,未记录,居住区道路,1218624894,109.1666595,23.2078191
RD0919,2,未记录,居住区道路,1218624894,109.1666352,23.2080858
RD0919,3,未记录,居住区道路,1218624894,109.1666127,23.2083328
RD0919,4,未记录,居住区道路,1218624894,109.1665962,23.2085461
RD0919,5,未记录,居住区道路,1218624894,109.1665796,23.2087607
RD0919,6,未记录,居住区道路,1218624894,109.1665681,23.2089092
RD0919,7,未记录,居住区道路,1218624894,109.1665455,23.2091569
RD0919,8,未记录,居住区道路,1218624894,109.1665081,23.2095676
RD0920,1,未记录,居住区道路,1218624895,109.1649825,23.20894
RD0920,2,未记录,居住区道路,1218624895,109.1650056,23.2086517
RD0921,1,未记录,居住区道路,1218624896,109.1650056,23.2086517
RD0921,2,未记录,居住区道路,1218624896,109.1649068,23.2086218
RD0921,3,未记录,居住区道路,1218624896,109.1647945,23.2085475
RD0921,4,未记录,居住区道路,1218624896,109.1647428,23.2084762
RD0921,5,未记录,居住区道路,1218624896,109.1647274,23.2084241
RD0921,6,未记录,居住区道路,1218624896,109.164721,23.2084027
RD0921,7,未记录,居住区道路,1218624896,109.1647344,23.2081412
RD0921,8,未记录,居住区道路,1218624896,109.1647484,23.207867
RD0921,9,未记录,居住区道路,1218624896,109.1647607,23.207628
RD0921,10,未记录,居住区道路,1218624896,109.1647931,23.2069938
RD0922,1,未记录,居住区道路,1218624897,109.1650056,23.2086517
RD0922,2,未记录,居住区道路,1218624897,109.1651276,23.2086416
RD0922,3,未记录,居住区道路,1218624897,109.1652362,23.2085857
RD0922,4,未记录,居住区道路,1218624897,109.1653016,23.2085423
RD0922,5,未记录,居住区道路,1218624897,109.1653552,23.2084917
RD0922,6,未记录,居住区道路,1218624897,109.1653577,23.2084681
RD0922,7,未记录,居住区道路,1218624897,109.1653876,23.208185
RD0922,8,未记录,居住区道路,1218624897,109.1654157,23.2079185
RD0922,9,未记录,居住区道路,1218624897,109.1654411,23.2076779
RD0923,1,未记录,居住区道路,1218624898,109.1658552,23.2089231
RD0923,2,未记录,居住区道路,1218624898,109.1658752,23.2087387
RD0923,3,未记录,居住区道路,1218624898,109.1658996,23.2085131
RD0923,4,未记录,居住区道路,1218624898,109.1659226,23.2083015
