水系要素编号,点序号,名称,水系类型,OSM编号,长度_km,经度,纬度
WY042,15,未记录,河流,527318045,6.801,109.0687609,22.9326437
WY042,16,未记录,河流,527318045,6.801,109.0686219,22.9329568
WY042,17,未记录,河流,527318045,6.801,109.0683514,22.9330493
WY042,18,未记录,河流,527318045,6.801,109.0681428,22.9328786
WY042,19,未记录,河流,527318045,6.801,109.0682587,22.9321955
WY042,20,未记录,河流,527318045,6.801,109.0682046,22.9319464
WY042,21,未记录,河流,527318045,6.801,109.0679883,22.9318539
WY042,22,未记录,河流,527318045,6.801,109.0672079,22.9320887
WY042,23,未记录,河流,527318045,6.801,109.0669452,22.9324089
WY042,24,未记录,河流,527318045,6.801,109.0669298,22.9326011
WY042,25,未记录,河流,527318045,6.801,109.0672157,22.9327861
WY042,26,未记录,河流,527318045,6.801,109.0676329,22.9327576
WY042,27,未记录,河流,527318045,6.801,109.0677951,22.9329426
WY042,28,未记录,河流,527318045,6.801,109.0677256,22.9332059
WY042,29,未记录,河流,527318045,6.801,109.0675556,22.9336044
WY042,30,未记录,河流,527318045,6.801,109.0672311,22.9338676
WY042,31,未记录,河流,527318045,6.801,109.0667675,22.9339103
WY042,32,未记录,河流,527318045,6.801,109.0665512,22.9337253
WY042,33,未记录,河流,527318045,6.801,109.0666053,22.9334407
WY042,34,未记录,河流,527318045,6.801,109.0664816,22.9332059
WY042,35,未记录,河流,527318045,6.801,109.0660799,22.9331418
WY042,36,未记录,河流,527318045,6.801,109.0656395,22.9333055
WY042,37,未记录,河流,527318045,6.801,109.0652454,22.9337111
WY042,38,未记录,河流,527318045,6.801,109.0643182,22.934074
WY042,39,未记录,河流,527318045,6.801,109.063337,22.9349635
WY042,40,未记录,河流,527318045,6.801,109.0629275,22.9352694
WY042,41,未记录,河流,527318045,6.801,109.062518,22.9352481
WY042,42,未记录,河流,527318045,6.801,109.0622244,22.934935
WY042,43,未记录,河流,527318045,6.801,109.0624021,22.9344654
WY042,44,未记录,河流,527318045,6.801,109.0633138,22.9343159
WY042,45,未记录,河流,527318045,6.801,109.0636306,22.9340384
WY042,46,未记录,河流,527318045,6.801,109.0637851,22.9336684
WY042,47,未记录,河流,527318045,6.801,109.0636074,22.9333553
WY042,48,未记录,河流,527318045,6.801,109.0633293,22.9332486
WY042,49,未记录,河流,527318045,6.801,109.0630202,22.9328501
WY042,50,未记录,河流,527318045,6.801,109.0617685,22.9326082
WY042,51,未记录,河流,527318045,6.801,109.0615058,22.9320603
WY042,52,未记录,河流,527318045,6.801,109.0607332,22.9320531
WY042,53,未记录,河流,527318045,6.801,109.0603932,22.9323662
WY042,54,未记录,河流,527318045,6.801,109.0599451,22.9329924
WY042,55,未记录,河流,527318045,6.801,109.0596824,22.9329213
WY042,56,未记录,河流,527318045,6.801,109.0588711,22.9323449
WY042,57,未记录,河流,527318045,6.801,109.0584694,22.932416
WY042,58,未记录,河流,527318045,6.801,109.0580212,22.9328145
WY042,59,未记录,河流,527318045,6.801,109.0575499,22.9328359
WY042,60,未记录,河流,527318045,6.801,109.057179,22.9326437
WY042,61,未记录,河流,527318045,6.801,109.0567695,22.9326366
WY042,62,未记录,河流,527318045,6.801,109.0563678,22.9328857
WY042,63,未记录,河流,527318045,6.801,109.0562596,22.9332628
WY042,64,未记录,河流,527318045,6.801,109.0564064,22.9335901
WY042,65,未记录,河流,527318045,6.801,109.0561978,22.9336826
WY042,66,未记录,河流,527318045,6.801,109.0559042,22.9336684
WY042,67,未记录,河流,527318045,6.801,109.0557728,22.9337965
WY042,68,未记录,河流,527318045,6.801,109.0559042,22.9342305
WY042,69,未记录,河流,527318045,6.801,109.0557651,22.9344725
WY042,70,未记录,河流,527318045,6.801,109.0552938,22.9346219
WY042,71,未记录,河流,527318045,6.801,109.0545443,22.9343302
WY042,72,未记录,河流,527318045,6.801,109.0542121,22.9341167
WY042,73,未记录,河流,527318045,6.801,109.0537099,22.9339673
WY042,74,未记录,河流,527318045,6.801,109.0531999,22.9341807
WY042,75,未记录,河流,527318045,6.801,109.0529836,22.9341452
WY042,76,未记录,河流,527318045,6.801,109.0529527,22.9339175
WY042,77,未记录,河流,527318045,6.801,109.053115,22.9335617
WY042,78,未记录,河流,527318045,6.801,109.0523346,22.9328714
WY042,79,未记录,河流,527318045,6.801,109.0515774,22.9328145
WY042,80,未记录,河流,527318045,6.801,109.0505884,22.9326722
WY042,81,未记录,河流,527318045,6.801,109.0498853,22.9326509
WY042,82,未记录,河流,527318045,6.801,109.0495917,22.9330422
WY042,83,未记录,河流,527318045,6.801,109.0488963,22.9332486
WY042,84,未记录,河流,527318045,6.801,109.0482782,22.9334976
WY042,85,未记录,河流,527318045,6.801,109.0479846,22.9338961
WY042,86,未记录,河流,527318045,6.801,109.0476447,22.9339246
WY042,87,未记录,河流,527318045,6.801,109.0473201,22.9337182
WY042,88,未记录,河流,527318045,6.801,109.0470652,22.933213
WY042,89,未记录,河流,527318045,6.801,109.0468102,22.9329995
WY042,90,未记录,河流,527318045,6.801,109.0466557,22.9326082
WY042,91,未记录,河流,527318045,6.801,109.0466943,22.9319322
WY042,92,未记录,河流,527318045,6.801,109.0464316,22.9318681
WY042,93,未记录,河流,527318045,6.801,109.0457671,22.9321456
WY042,94,未记录,河流,527318045,6.801,109.0452572,22.9320745
WY042,95,未记录,河流,527318045,6.801,109.0450254,22.931797
WY042,96,未记录,河流,527318045,6.801,109.0450872,22.931121
WY042,97,未记录,河流,527318045,6.801,109.0446468,22.9306371
WY042,98,未记录,河流,527318045,6.801,109.0439128,22.9305659
WY042,99,未记录,河流,527318045,6.801,109.0432329,22.9303311
WY042,100,未记录,河流,527318045,6.801,109.042777,22.9304023
WY042,101,未记录,河流,527318045,6.801,109.0426379,22.9306656
WY042,102,未记录,河流,527318045,6.801,109.0428543,22.9311423
WY042,103,未记录,河流,527318045,6.801,109.0427693,22.9314696
WY042,104,未记录,河流,527318045,6.801,109.0425761,22.9316618
WY042,105,未记录,河流,527318045,6.801,109.0420816,22.9316404
WY042,106,未记录,河流,527318045,6.801,109.0418112,22.9316831
WY042,107,未记录,河流,527318045,6.801,109.0416876,22.9319322
WY042,108,未记录,河流,527318045,6.801,109.0420353,22.9323378
WY042,109,未记录,河流,527318045,6.801,109.0421203,22.9327647
WY042,110,未记录,河流,527318045,6.801,109.0417649,22.9331205
WY042,111,未记录,河流,527318045,6.801,109.0414558,22.9330849
WY042,112,未记录,河流,527318045,6.801,109.0405827,22.9322453
WY042,113,未记录,河流,527318045,6.801,109.0402196,22.931982
WY042,114,未记录,河流,527318045,6.801,109.0395706,22.9319962
WY042,115,未记录,河流,527318045,6.801,109.0392615,22.932231
WY042,116,未记录,河流,527318045,6.801,109.0389447,22.9323876
WY042,117,未记录,河流,527318045,6.801,109.0386357,22.932352
WY042,118,未记录,河流,527318045,6.801,109.0382493,22.9321101
WY042,119,未记录,河流,527318045,6.801,109.0378167,22.9321741
WY042,120,未记录,河流,527318045,6.801,109.0371908,22.9321101
WY042,121,未记录,河流,527318045,6.801,109.0367736,22.9322097
WY042,122,未记录,河流,527318045,6.801,109.0365573,22.9326366
WY042,123,未记录,河流,527318045,6.801,109.0368122,22.9331703
WY042,124,未记录,河流,527318045,6.801,109.0367427,22.9334692
WY042,125,未记录,河流,527318045,6.801,109.0365341,22.9336898
WY042,126,未记录,河流,527318045,6.801,109.0354099,22.9337823
WY042,127,未记录,河流,527318045,6.801,109.035119,22.9335553
WY043,1,未记录,溪流,527318046,1.275,109.133608,22.9589759
WY043,2,未记录,溪流,527318046,1.275,109.1335524,22.9587432
WY043,3,未记录,溪流,527318046,1.275,109.1334159,22.9585338
WY043,4,未记录,溪流,527318046,1.275,109.1332441,22.9584593
WY043,5,未记录,溪流,527318046,1.275,109.1330015,22.9586548
WY043,6,未记录,溪流,527318046,1.275,109.1328448,22.9587711
WY043,7,未记录,溪流,527318046,1.275,109.1325769,22.9586827
WY043,8,未记录,溪流,527318046,1.275,109.1324607,22.9585663
WY043,9,未记录,溪流,527318046,1.275,109.132208,22.9580451
WY043,10,未记录,溪流,527318046,1.275,109.1322282,22.9576635
WY043,11,未记录,溪流,527318046,1.275,109.1321726,22.9573843
WY043,12,未记录,溪流,527318046,1.275,109.1322686,22.9568631
WY043,13,未记录,溪流,527318046,1.275,109.1324761,22.9566112
WY043,14,未记录,溪流,527318046,1.275,109.1326404,22.9564006
WY043,15,未记录,溪流,527318046,1.275,109.1325261,22.9559992
WY043,16,未记录,溪流,527318046,1.275,109.1327334,22.9557951
WY043,17,未记录,溪流,527318046,1.275,109.133005,22.9553015
WY043,18,未记录,溪流,527318046,1.275,109.1329764,22.9551304
WY043,19,未记录,溪流,527318046,1.275,109.1327119,22.9550514
WY043,20,未记录,溪流,527318046,1.275,109.1325976,22.9549659
WY043,21,未记录,溪流,527318046,1.275,109.1325833,22.9547092
WY043,22,未记录,溪流,527318046,1.275,109.132762,22.9545973
WY043,23,未记录,溪流,527318046,1.275,109.133005,22.9543077
WY043,24,未记录,溪流,527318046,1.275,109.1333052,22.9541629
WY043,25,未记录,溪流,527318046,1.275,109.1337126,22.9543998
WY043,26,未记录,溪流,527318046,1.275,109.1339627,22.954413
WY043,27,未记录,溪流,527318046,1.275,109.1339413,22.9542682
WY043,28,未记录,溪流,527318046,1.275,109.1345203,22.9536101
WY043,29,未记录,溪流,527318046,1.275,109.1346346,22.953485
WY043,30,未记录,溪流,527318046,1.275,109.1346561,22.9533139
WY043,31,未记录,溪流,527318046,1.275,109.1344845,22.9532744
WY043,32,未记录,溪流,527318046,1.275,109.1343344,22.9534455
WY043,33,未记录,溪流,527318046,1.275,109.1341986,22.9535179
WY043,34,未记录,溪流,527318046,1.275,109.1340199,22.9534521
WY043,35,未记录,溪流,527318046,1.275,109.1339485,22.9533073
WY043,36,未记录,溪流,527318046,1.275,109.13407,22.9530177
WY043,37,未记录,溪流,527318046,1.275,109.1340199,22.9526294
WY043,38,未记录,溪流,527318046,1.275,109.13417,22.9525109
WY043,39,未记录,溪流,527318046,1.275,109.1346846,22.952399
WY043,40,未记录,溪流,527318046,1.275,109.1350313,22.952195
WY044,1,未记录,河流,527318047,2.385,109.1477534,22.9538007
WY044,2,未记录,河流,527318047,2.385,109.1473946,22.9536285
WY044,3,未记录,河流,527318047,2.385,109.1470661,22.9536006
WY044,4,未记录,河流,527318047,2.385,109.1468083,22.9538193
WY044,5,未记录,河流,527318047,2.385,109.1466213,22.9538891
WY044,6,未记录,河流,527318047,2.385,109.1461513,22.9538053
WY044,7,未记录,河流,527318047,2.385,109.145752,22.9534563
WY044,8,未记录,河流,527318047,2.385,109.1454639,22.9530561
WY044,9,未记录,河流,527318047,2.385,109.1447159,22.9522416
WY044,10,未记录,河流,527318047,2.385,109.1445441,22.9521579
WY044,11,未记录,河流,527318047,2.385,109.1438466,22.9522602
WY044,12,未记录,河流,527318047,2.385,109.1435232,22.9521904
WY044,13,未记录,河流,527318047,2.385,109.1431289,22.9515947
WY044,14,未记录,河流,527318047,2.385,109.143043,22.9510223
WY044,15,未记录,河流,527318047,2.385,109.1429066,22.9507384
WY044,16,未记录,河流,527318047,2.385,109.1426791,22.9506779
WY044,17,未记录,河流,527318047,2.385,109.1421687,22.9511433
WY044,18,未记录,河流,527318047,2.385,109.141921,22.9515389
WY044,19,未记录,河流,527318047,2.385,109.1408192,22.9525069
WY044,20,未记录,河流,527318047,2.385,109.1404503,22.952479
WY044,21,未记录,河流,527318047,2.385,109.1403492,22.9522463
WY044,22,未记录,河流,527318047,2.385,109.1405867,22.9519205
WY044,23,未记录,河流,527318047,2.385,109.1406524,22.9517018
WY044,24,未记录,河流,527318047,2.385,109.1405615,22.9515808
WY044,25,未记录,河流,527318047,2.385,109.1400914,22.9515528
WY044,26,未记录,河流,527318047,2.385,109.1399449,22.9514598
WY044,27,未记录,河流,527318047,2.385,109.1398691,22.9511759
WY044,28,未记录,河流,527318047,2.385,109.1397478,22.950892
WY044,29,未记录,河流,527318047,2.385,109.139581,22.9508873
WY044,30,未记录,河流,527318047,2.385,109.1395153,22.9511759
WY044,31,未记录,河流,527318047,2.385,109.1393636,22.951511
WY044,32,未记录,河流,527318047,2.385,109.1391261,22.951618
WY044,33,未记录,河流,527318047,2.385,109.1385449,22.9514923
WY044,34,未记录,河流,527318047,2.385,109.1384792,22.9513341
WY044,35,未记录,河流,527318047,2.385,109.1386864,22.9510921
WY044,36,未记录,河流,527318047,2.385,109.1388128,22.9508501
WY044,37,未记录,河流,527318047,2.385,109.1387976,22.9506546
WY044,38,未记录,河流,527318047,2.385,109.1383326,22.9504685
WY044,39,未记录,河流,527318047,2.385,109.1379839,22.9502544
WY044,40,未记录,河流,527318047,2.385,109.1364778,22.9499332
WY044,41,未记录,河流,527318047,2.385,109.1362655,22.9505941
WY044,42,未记录,河流,527318047,2.385,109.1359673,22.9507105
WY044,43,未记录,河流,527318047,2.385,109.135846,22.950636
WY044,44,未记录,河流,527318047,2.385,109.13575,22.9503754
WY044,45,未记录,河流,527318047,2.385,109.135659,22.9501939
WY044,46,未记录,河流,527318047,2.385,109.1354619,22.9501985
WY044,47,未记录,河流,527318047,2.385,109.1353659,22.9503009
WY044,48,未记录,河流,527318047,2.385,109.1353994,22.9506088
WY044,49,未记录,河流,527318047,2.385,109.1358783,22.9515697
WY044,50,未记录,河流,527318047,2.385,109.1359712,22.9519844
WY044,51,未记录,河流,527318047,2.385,109.1358568,22.9522213
WY044,52,未记录,河流,527318047,2.385,109.1353851,22.9524254
WY044,53,未记录,河流,527318047,2.385,109.135185,22.9524649
WY044,54,未记录,河流,527318047,2.385,109.1350313,22.952195
WY045,1,未记录,溪流,527324728,2.306,109.2444375,23.0317756
WY045,2,未记录,溪流,527324728,2.306,109.244215,23.0315522
WY045,3,未记录,溪流,527324728,2.306,109.243593,23.0311473
WY045,4,未记录,溪流,527324728,2.306,109.2433148,23.0308355
WY045,5,未记录,溪流,527324728,2.306,109.2433098,23.0305097
WY045,6,未记录,溪流,527324728,2.306,109.2430569,23.0303654
WY045,7,未记录,溪流,527324728,2.306,109.242622,23.0301002
WY045,8,未记录,溪流,527324728,2.306,109.2422933,23.030021
WY045,9,未记录,溪流,527324728,2.306,109.2419595,23.0301234
WY045,10,未记录,溪流,527324728,2.306,109.2416864,23.0305749
WY045,11,未记录,溪流,527324728,2.306,109.2414639,23.0308867
WY045,12,未记录,溪流,527324728,2.306,109.2413476,23.0312264
WY045,13,未记录,溪流,527324728,2.306,109.2412616,23.0314498
WY045,14,未记录,溪流,527324728,2.306,109.2409481,23.0317105
WY045,15,未记录,溪流,527324728,2.306,109.240675,23.0317942
WY045,16,未记录,溪流,527324728,2.306,109.2404424,23.031636
WY045,17,未记录,溪流,527324728,2.306,109.2402097,23.0313242
WY045,18,未记录,溪流,527324728,2.306,109.2396534,23.0307843
WY045,19,未记录,溪流,527324728,2.306,109.2393905,23.0304678
WY045,20,未记录,溪流,527324728,2.306,109.2389808,23.030291
WY045,21,未记录,溪流,527324728,2.306,109.2385004,23.0303794
WY045,22,未记录,溪流,527324728,2.306,109.2379138,23.0306773
WY045,23,未记录,溪流,527324728,2.306,109.2379138,23.0308681
WY045,24,未记录,溪流,527324728,2.306,109.2378683,23.0309984
WY045,25,未记录,溪流,527324728,2.306,109.2375851,23.0312032
WY045,26,未记录,溪流,527324728,2.306,109.2373423,23.0311939
WY045,27,未记录,溪流,527324728,2.306,109.2371552,23.031031
WY045,28,未记录,溪流,527324728,2.306,109.2370237,23.0306307
WY045,29,未记录,溪流,527324728,2.306,109.2371754,23.0303049
WY045,30,未记录,溪流,527324728,2.306,109.2377671,23.0297697
WY045,31,未记录,溪流,527324728,2.306,109.238197,23.0292996
WY045,32,未记录,溪流,527324728,2.306,109.2385156,23.028932
WY045,33,未记录,溪流,527324728,2.306,109.2386976,23.0285177
WY045,34,未记录,溪流,527324728,2.306,109.2386521,23.0283083
WY045,35,未记录,溪流,527324728,2.306,109.2383082,23.0282757
WY045,36,未记录,溪流,527324728,2.306,109.2377772,23.0284526
WY045,37,未记录,溪流,527324728,2.306,109.2372968,23.0285177
WY045,38,未记录,溪流,527324728,2.306,109.2369074,23.0285503
WY045,39,未记录,溪流,527324728,2.306,109.2361286,23.0286434
WY045,40,未记录,溪流,527324728,2.306,109.2356482,23.0286294
WY045,41,未记录,溪流,527324728,2.306,109.2355217,23.0287458
WY045,42,未记录,溪流,527324728,2.306,109.2354611,23.029402
WY045,43,未记录,溪流,527324728,2.306,109.2353296,23.0295184
WY045,44,未记录,溪流,527324728,2.306,109.2349907,23.0294346
WY045,45,未记录,溪流,527324728,2.306,109.2344648,23.0288622
WY045,46,未记录,溪流,527324728,2.306,109.2339692,23.0281454
WY045,47,未记录,溪流,527324728,2.306,109.2335242,23.0277917
WY045,48,未记录,溪流,527324728,2.306,109.2331803,23.027694
WY045,49,未记录,溪流,527324728,2.306,109.2325633,23.0274845
WY045,50,未记录,溪流,527324728,2.306,109.2319066,23.0274886
WY046,1,未记录,溪流,527324729,6.042,109.2529687,23.0558124
WY046,2,未记录,溪流,527324729,6.042,109.2533049,23.0549438
WY046,3,未记录,溪流,527324729,6.042,109.2537983,23.0540159
WY046,4,未记录,溪流,527324729,6.042,109.2540987,23.0535026
WY046,5,未记录,溪流,527324729,6.042,109.2538127,23.0533117
WY046,6,未记录,溪流,527324729,6.042,109.2531904,23.0533512
WY046,7,未记录,溪流,527324729,6.042,109.2524252,23.0538514
WY046,8,未记录,溪流,527324729,6.042,109.2515526,23.0547398
WY046,9,未记录,溪流,527324729,6.042,109.2512451,23.0549043
WY046,10,未记录,溪流,527324729,6.042,109.2508518,23.0547332
WY046,11,未记录,溪流,527324729,6.042,109.2506801,23.0544568
WY046,12,未记录,溪流,527324729,6.042,109.2508518,23.0538711
WY046,13,未记录,溪流,527324729,6.042,109.2515026,23.0529959
WY046,14,未记录,溪流,527324729,6.042,109.2519031,23.0527853
WY046,15,未记录,溪流,527324729,6.042,109.2519388,23.0523115
WY046,16,未记录,溪流,527324729,6.042,109.2513882,23.0516863
WY046,17,未记录,溪流,527324729,6.042,109.2505442,23.0516139
WY046,18,未记录,溪流,527324729,6.042,109.2501151,23.0515349
WY046,19,未记录,溪流,527324729,6.042,109.2497361,23.0511203
WY046,20,未记录,溪流,527324729,6.042,109.2496717,23.0497252
WY046,21,未记录,溪流,527324729,6.042,109.2490066,23.0484221
WY046,22,未记录,溪流,527324729,6.042,109.2490638,23.0481918
WY046,23,未记录,溪流,527324729,6.042,109.2493785,23.048047
WY046,24,未记录,溪流,527324729,6.042,109.2498004,23.0480273
WY046,25,未记录,溪流,527324729,6.042,109.2500579,23.0478298
WY046,26,未记录,溪流,527324729,6.042,109.2503154,23.0474416
WY046,27,未记录,溪流,527324729,6.042,109.250394,23.0468427
WY046,28,未记录,溪流,527324729,6.042,109.2502081,23.0463491
WY046,29,未记录,溪流,527324729,6.042,109.2494285,23.0461056
WY046,30,未记录,溪流,527324729,6.042,109.2484916,23.0458621
WY046,31,未记录,溪流,527324729,6.042,109.2479767,23.0455791
WY046,32,未记录,溪流,527324729,6.042,109.2477621,23.0452237
WY046,33,未记录,溪流,527324729,6.042,109.2474689,23.0448354
WY046,34,未记录,溪流,527324729,6.042,109.246911,23.0448354
WY046,35,未记录,溪流,527324729,6.042,109.2466536,23.0451053
WY046,36,未记录,溪流,527324729,6.042,109.2462316,23.0451645
WY046,37,未记录,溪流,527324729,6.042,109.2455879,23.0449407
WY046,38,未记录,溪流,527324729,6.042,109.2448584,23.0443024
WY046,39,未记录,溪流,527324729,6.042,109.2445581,23.0438285
WY046,40,未记录,溪流,527324729,6.042,109.2446439,23.0435521
WY046,41,未记录,溪流,527324729,6.042,109.2451445,23.0434271
WY046,42,未记录,溪流,527324729,6.042,109.2455593,23.0432362
WY046,43,未记录,溪流,527324729,6.042,109.2454235,23.0430453
WY046,44,未记录,溪流,527324729,6.042,109.2449371,23.0430453
WY046,45,未记录,溪流,527324729,6.042,109.2446224,23.042894
WY046,46,未记录,溪流,527324729,6.042,109.2440002,23.0427492
WY046,47,未记录,溪流,527324729,6.042,109.2439287,23.0425386
WY046,48,未记录,溪流,527324729,6.042,109.2443364,23.0423017
WY046,49,未记录,溪流,527324729,6.042,109.2444293,23.0419331
WY046,50,未记录,溪流,527324729,6.042,109.2440717,23.0416896
WY046,51,未记录,溪流,527324729,6.042,109.2434638,23.0417159
WY046,52,未记录,溪流,527324729,6.042,109.2430633,23.0416633
WY046,53,未记录,溪流,527324729,6.042,109.242956,23.041558
WY046,54,未记录,溪流,527324729,6.042,109.2431706,23.0408998
WY046,55,未记录,溪流,527324729,6.042,109.2430705,23.0401101
WY046,56,未记录,溪流,527324729,6.042,109.2426771,23.0397086
WY046,57,未记录,溪流,527324729,6.042,109.2428488,23.0386556
WY046,58,未记录,溪流,527324729,6.042,109.2428488,23.0372405
WY046,59,未记录,溪流,527324729,6.042,109.2426271,23.0369246
WY046,60,未记录,溪流,527324729,6.042,109.2422766,23.0370036
WY046,61,未记录,溪流,527324729,6.042,109.2422265,23.037201
WY046,62,未记录,溪流,527324729,6.042,109.2418689,23.037517
WY046,63,未记录,溪流,527324729,6.042,109.2415614,23.0378592
WY046,64,未记录,溪流,527324729,6.042,109.2411609,23.0378395
WY046,65,未记录,溪流,527324729,6.042,109.2405315,23.0374446
WY046,66,未记录,溪流,527324729,6.042,109.2395446,23.0375959
WY046,67,未记录,溪流,527324729,6.042,109.2388437,23.0373393
WY046,68,未记录,溪流,527324729,6.042,109.2380641,23.0370826
WY046,69,未记录,溪流,527324729,6.042,109.2371129,23.0370628
WY046,70,未记录,溪流,527324729,6.042,109.2365399,23.0369179
WY046,71,未记录,溪流,527324729,6.042,109.2362824,23.0370495
WY046,72,未记录,溪流,527324729,6.042,109.2362896,23.0376156
WY046,73,未记录,溪流,527324729,6.042,109.2358819,23.038096
WY046,74,未记录,溪流,527324729,6.042,109.2355887,23.038254
WY046,75,未记录,溪流,527324729,6.042,109.2339151,23.0375234
WY046,76,未记录,溪流,527324729,6.042,109.2332429,23.0369113
WY046,77,未记录,溪流,527324729,6.042,109.2329711,23.03547
WY046,78,未记录,溪流,527324729,6.042,109.2330712,23.0335679
WY046,79,未记录,溪流,527324729,6.042,109.2330498,23.0329952
WY046,80,未记录,溪流,527324729,6.042,109.232263,23.0321528
WY046,81,未记录,溪流,527324729,6.042,109.2321629,23.0307377
WY046,82,未记录,溪流,527324729,6.042,109.2321772,23.0293028
WY046,83,未记录,溪流,527324729,6.042,109.2319066,23.0274886
WY047,1,镇龙江,河流,527324730,22.613,109.2319066,23.0274886
WY047,2,镇龙江,河流,527324730,22.613,109.2317356,23.0272591
WY047,3,镇龙江,河流,527324730,22.613,109.230577,23.0266338
WY047,4,镇龙江,河流,527324730,22.613,109.2302971,23.0262337
WY047,5,镇龙江,河流,527324730,22.613,109.2300692,23.0252121
WY047,6,镇龙江,河流,527324730,22.613,109.2299762,23.0242708
WY047,7,镇龙江,河流,527324730,22.613,109.2294756,23.0238232
WY047,8,镇龙江,河流,527324730,22.613,109.2290322,23.023843
WY047,9,镇龙江,河流,527324730,22.613,109.2285244,23.0242708
WY047,10,镇龙江,河流,527324730,22.613,109.2282383,23.0244222
WY047,11,镇龙江,河流,527324730,22.613,109.2278235,23.0243695
WY047,12,镇龙江,河流,527324730,22.613,109.2266148,23.0233361
WY047,13,镇龙江,河流,527324730,22.613,109.2262358,23.0226779
WY047,14,镇龙江,河流,527324730,22.613,109.226436,23.0221908
WY047,15,镇龙江,河流,527324730,22.613,109.2275231,23.0220723
WY047,16,镇龙江,河流,527324730,22.613,109.2297187,23.0223817
WY047,17,镇龙江,河流,527324730,22.613,109.2301479,23.0222764
WY047,18,镇龙江,河流,527324730,22.613,109.2303839,23.021967
WY047,19,镇龙江,河流,527324730,22.613,109.2301836,23.0215063
WY047,20,镇龙江,河流,527324730,22.613,109.2293397,23.0209731
WY047,21,镇龙江,河流,527324730,22.613,109.229354,23.0204531
WY047,22,镇龙江,河流,527324730,22.613,109.2301335,23.0194526
WY047,23,镇龙江,河流,527324730,22.613,109.2304482,23.0185047
WY047,24,镇龙江,河流,527324730,22.613,109.2304554,23.0179188
WY047,25,镇龙江,河流,527324730,22.613,109.230906,23.0176885
WY047,26,镇龙江,河流,527324730,22.613,109.2316641,23.0179057
WY047,27,镇龙江,河流,527324730,22.613,109.2326796,23.0188601
WY047,28,镇龙江,河流,527324730,22.613,109.2329371,23.0189589
WY047,29,镇龙江,河流,527324730,22.613,109.2335093,23.0186956
WY047,30,镇龙江,河流,527324730,22.613,109.2338168,23.0177543
WY047,31,镇龙江,河流,527324730,22.613,109.2324436,23.0161745
WY047,32,镇龙江,河流,527324730,22.613,109.2323864,23.0153187
WY047,33,镇龙江,河流,527324730,22.613,109.2319859,23.0138771
WY047,34,镇龙江,河流,527324730,22.613,109.2309306,23.0118077
WY047,35,镇龙江,河流,527324730,22.613,109.2298686,23.0097875
WY047,36,镇龙江,河流,527324730,22.613,109.2296056,23.0092755
WY047,37,镇龙江,河流,527324730,22.613,109.2296807,23.0089332
WY047,38,镇龙江,河流,527324730,22.613,109.2301312,23.0086963
WY047,39,镇龙江,河流,527324730,22.613,109.2308533,23.0084264
WY047,40,镇龙江,河流,527324730,22.613,109.2309964,23.0080908
WY047,41,镇龙江,河流,527324730,22.613,109.2308962,23.0077946
WY047,42,镇龙江,河流,527324730,22.613,109.2305959,23.0075248
WY047,43,镇龙江,河流,527324730,22.613,109.2296235,23.0072878
WY047,44,镇龙江,河流,527324730,22.613,109.229173,23.0071891
WY047,45,镇龙江,河流,527324730,22.613,109.2289585,23.0066494
WY047,46,镇龙江,河流,527324730,22.613,109.2289799,23.0061295
WY047,47,镇龙江,河流,527324730,22.613,109.2294519,23.0054845
WY047,48,镇龙江,河流,527324730,22.613,109.2299667,23.0048263
WY047,49,镇龙江,河流,527324730,22.613,109.2302098,23.0044511
WY047,50,镇龙江,河流,527324730,22.613,109.230553,23.0040497
WY047,51,镇龙江,河流,527324730,22.613,109.2305244,23.0035231
WY047,52,镇龙江,河流,527324730,22.613,109.2299309,23.0030624
WY047,53,镇龙江,河流,527324730,22.613,109.228079,23.0028781
WY047,54,镇龙江,河流,527324730,22.613,109.2273854,23.0029439
WY047,55,镇龙江,河流,527324730,22.613,109.226842,23.0027794
WY047,56,镇龙江,河流,527324730,22.613,109.2264988,23.0024042
WY047,57,镇龙江,河流,527324730,22.613,109.2265059,23.0017394
WY047,58,镇龙江,河流,527324730,22.613,109.2262485,23.001384
WY047,59,镇龙江,河流,527324730,22.613,109.2251617,23.0015025
WY047,60,镇龙江,河流,527324730,22.613,109.2245396,23.0015617
WY047,61,镇龙江,河流,527324730,22.613,109.2238031,23.0018908
WY047,62,镇龙江,河流,527324730,22.613,109.2230809,23.0020751
WY047,63,镇龙江,河流,527324730,22.613,109.2227949,23.001825
WY047,64,镇龙江,河流,527324730,22.613,109.2226948,23.0013774
WY047,65,镇龙江,河流,527324730,22.613,109.222895,23.0008838
WY047,66,镇龙江,河流,527324730,22.613,109.2233598,23.0002322
WY047,67,镇龙江,河流,527324730,22.613,109.2237602,22.999936
WY047,68,镇龙江,河流,527324730,22.613,109.2237816,22.9992844
WY047,69,镇龙江,河流,527324730,22.613,109.2235171,22.9990211
WY047,70,镇龙江,河流,527324730,22.613,109.2228378,22.9988302
WY047,71,镇龙江,河流,527324730,22.613,109.2224088,22.9988434
WY047,72,镇龙江,河流,527324730,22.613,109.2213291,22.9984682
WY047,73,镇龙江,河流,527324730,22.613,109.2211789,22.9980404
WY047,74,镇龙江,河流,527324730,22.613,109.2212719,22.9978429
WY047,75,镇龙江,河流,527324730,22.613,109.2220369,22.9967898
